Benchmark;Mode;Threads;Samples;Score;Score Error (99,9%);Unit;RandomKeys;Size;Type;UseCapacity
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,139167;0,049504;ns/op;true;5161;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;37,997125;0,069444;ns/op;true;5161;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,8686;0,192308;ns/op;true;5161;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,6795;0,663551;ns/op;true;5161;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;11,012078;0,077074;ns/op;true;5161;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,887375;0,031359;ns/op;true;5161;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;25,303573;1,844608;ns/op;true;5793;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;23,627826;1,209062;ns/op;true;5793;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,225331;0,373466;ns/op;true;5793;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;39,17257;0,433443;ns/op;true;5793;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;9,726252;0,385;ns/op;true;5793;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,668946;0,118311;ns/op;true;5793;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;11,639311;0,132281;ns/op;true;5793;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;11,949027;0,272976;ns/op;true;5793;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;11,75231;0,102477;ns/op;true;6502;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;28,108665;4,179018;ns/op;true;6502;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,896546;0,032517;ns/op;true;6502;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;40,709672;0,905528;ns/op;true;6502;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;7,945226;0,029846;ns/op;true;6502;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,970346;0,3977;ns/op;true;6502;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;9,018775;0,871717;ns/op;true;6502;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,853853;0,814191;ns/op;true;6502;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;13,008699;0,502782;ns/op;true;7298;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;47,001698;1,10372;ns/op;true;7298;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;9,306177;0,043508;ns/op;true;7298;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;42,978816;1,152441;ns/op;true;7298;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,341861;0,111408;ns/op;true;7298;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;9,977184;0,02294;ns/op;true;7298;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;9,890136;0,026705;ns/op;true;7298;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,014339;0,424653;ns/op;true;7298;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;13,372257;0,542651;ns/op;true;8192;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;14,242467;1,40511;ns/op;true;8192;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;9,644763;0,056681;ns/op;true;8192;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;37,042744;0,120014;ns/op;true;8192;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,868119;0,08068;ns/op;true;8192;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,303643;0,488299;ns/op;true;8192;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,59418;0,071759;ns/op;true;8192;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,559026;0,068112;ns/op;true;8192;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;16,99893;0,790864;ns/op;true;9195;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;17,200358;0,271272;ns/op;true;9195;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,605954;0,062129;ns/op;true;9195;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;37,822782;1,222735;ns/op;true;9195;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;9,572807;0,20723;ns/op;true;9195;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;11,11337;0,426741;ns/op;true;9195;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;11,421658;0,428326;ns/op;true;9195;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;11,341424;0,312113;ns/op;true;9195;RobinHood;true
