Benchmark;Mode;Threads;Samples;Score;Score Error (99,9%);Unit;RandomKeys;Size;Type;UseCapacity
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;5,343629;0,07589;ns/op;true;8192;SeparateChaining;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;35,832512;0,396819;ns/op;true;8192;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;9,142996;0,490804;ns/op;true;8192;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;10,524774;0,053035;ns/op;true;8192;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;6,60987;0,11023;ns/op;true;8192;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;11,036812;0,711871;ns/op;true;8192;OpenLinearMixModulo;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;6,686059;0,23813;ns/op;true;8192;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;5,642609;0,234456;ns/op;true;9195;SeparateChaining;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;35,498939;0,317426;ns/op;true;9195;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;10,055682;0,3017;ns/op;true;9195;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;10,820434;0,173175;ns/op;true;9195;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;6,41911;0,063075;ns/op;true;9195;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;11,962763;0,387541;ns/op;true;9195;OpenLinearMixModulo;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;6,598076;0,174797;ns/op;true;9195;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;5,636323;0,219999;ns/op;true;10321;SeparateChaining;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;36,134616;0,198255;ns/op;true;10321;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;10,987767;0,121762;ns/op;true;10321;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;11,898857;0,072922;ns/op;true;10321;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;6,544419;0,018315;ns/op;true;10321;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;12,809571;0,069011;ns/op;true;10321;OpenLinearMixModulo;true
