Benchmark;Mode;Threads;Samples;Score;Score Error (99,9%);Unit;HashTable;Key;RandomKeys;Size;UseCapacity
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;96,496824;82,473297;ns/op;Concurrent;SlowHashInt;true;2580;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;93,09906;66,459445;ns/op;Concurrent;SlowHashInt;true;2896;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;124,705202;77,894245;ns/op;Concurrent;SlowHashInt;true;3251;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;118,174351;113,144194;ns/op;Concurrent;SlowHashInt;true;3649;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;107,434231;86,540066;ns/op;Concurrent;SlowHashInt;true;4096;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;101,393352;96,665437;ns/op;Concurrent;SlowHashInt;true;4598;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;97,284435;79,68775;ns/op;Concurrent;SlowHashInt;true;5161;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;94,151226;74,289316;ns/op;Concurrent;SlowHashInt;true;5793;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;126,469956;92,414224;ns/op;Concurrent;SlowHashInt;true;6502;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;115,992638;114,214625;ns/op;Concurrent;SlowHashInt;true;7298;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;106,61759;91,324002;ns/op;Concurrent;SlowHashInt;true;8192;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;102,88851;79,542931;ns/op;Concurrent;SlowHashInt;true;9195;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;98,743945;84,739089;ns/op;Concurrent;SlowHashInt;true;10321;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;96,036616;79,94231;ns/op;Concurrent;SlowHashInt;true;11585;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;132,279478;73,698873;ns/op;Concurrent;SlowHashInt;true;13004;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;120,548957;95,39132;ns/op;Concurrent;SlowHashInt;true;14596;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;112,045444;89,274807;ns/op;Concurrent;SlowHashInt;true;16384;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;252,423473;342,404945;ns/op;Concurrent;SlowHashInt;true;1024000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;228,825797;134,808248;ns/op;Concurrent;SlowHashInt;true;1149000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;236,006265;26,794486;ns/op;Concurrent;SlowHashInt;true;1290000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;220,394386;110,66278;ns/op;Concurrent;SlowHashInt;true;1448000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;302,424266;193,128802;ns/op;Concurrent;SlowHashInt;true;1625000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;296,877314;104,443686;ns/op;Concurrent;SlowHashInt;true;1825000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;278,050647;148,001763;ns/op;Concurrent;SlowHashInt;true;2048000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;268,157725;109,463384;ns/op;Concurrent;SlowHashInt;true;2299000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;264,268657;150,697114;ns/op;Concurrent;SlowHashInt;true;2580000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;262,412767;107,431906;ns/op;Concurrent;SlowHashInt;true;2896000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;324,857959;81,320745;ns/op;Concurrent;SlowHashInt;true;3251000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;309,403375;94,580731;ns/op;Concurrent;SlowHashInt;true;3649000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;292,68861;82,043106;ns/op;Concurrent;SlowHashInt;true;4096000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;286,450352;123,503964;ns/op;Concurrent;SlowHashInt;true;4598000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;273,372932;99,22752;ns/op;Concurrent;SlowHashInt;true;5161000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;268,468102;156,072986;ns/op;Concurrent;SlowHashInt;true;5793000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;351,329766;197,743042;ns/op;Concurrent;SlowHashInt;true;6502000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;333,920367;98,985554;ns/op;Concurrent;SlowHashInt;true;7298000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;313,256823;231,385024;ns/op;Concurrent;SlowHashInt;true;8192000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;310,780224;117,612891;ns/op;Concurrent;SlowHashInt;true;9195000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;290,553228;246,891537;ns/op;Concurrent;SlowHashInt;true;10321000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;286,937355;50,707583;ns/op;Concurrent;SlowHashInt;true;11585000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;369,35485;85,241751;ns/op;Concurrent;SlowHashInt;true;13004000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;353,701193;37,708782;ns/op;Concurrent;SlowHashInt;true;14596000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;334,816263;661,144183;ns/op;Concurrent;SlowHashInt;true;16384000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;76,226907;88,774348;ns/op;ConcurrentV7;SlowHashInt;true;1024;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;75,109875;91,530828;ns/op;ConcurrentV7;SlowHashInt;true;1149;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;73,057908;92,17171;ns/op;ConcurrentV7;SlowHashInt;true;1290;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;79,026881;95,976803;ns/op;ConcurrentV7;SlowHashInt;true;1448;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;76,179865;91,971036;ns/op;ConcurrentV7;SlowHashInt;true;1625;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;79,506724;99,090947;ns/op;ConcurrentV7;SlowHashInt;true;1825;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;80,954858;92,414156;ns/op;ConcurrentV7;SlowHashInt;true;2048;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;77,594328;89,281834;ns/op;ConcurrentV7;SlowHashInt;true;2299;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;79,566421;82,482849;ns/op;ConcurrentV7;SlowHashInt;true;2580;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;80,360995;85,940744;ns/op;ConcurrentV7;SlowHashInt;true;2896;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;85,231225;91,985797;ns/op;ConcurrentV7;SlowHashInt;true;3251;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;85,257682;90,709265;ns/op;ConcurrentV7;SlowHashInt;true;3649;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;85,048433;89,408498;ns/op;ConcurrentV7;SlowHashInt;true;4096;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;82,062053;87,990099;ns/op;ConcurrentV7;SlowHashInt;true;4598;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;83,428659;83,071841;ns/op;ConcurrentV7;SlowHashInt;true;5161;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;86,269429;86,927767;ns/op;ConcurrentV7;SlowHashInt;true;5793;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;95,977876;93,489614;ns/op;ConcurrentV7;SlowHashInt;true;6502;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;96,393768;94,989565;ns/op;ConcurrentV7;SlowHashInt;true;7298;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;87,677799;87,688696;ns/op;ConcurrentV7;SlowHashInt;true;8192;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;90,164939;82,007903;ns/op;ConcurrentV7;SlowHashInt;true;9195;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;84,661611;82,485171;ns/op;ConcurrentV7;SlowHashInt;true;10321;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;86,457489;83,454061;ns/op;ConcurrentV7;SlowHashInt;true;11585;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;94,495437;100,208898;ns/op;ConcurrentV7;SlowHashInt;true;13004;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;95,509945;93,231006;ns/op;ConcurrentV7;SlowHashInt;true;14596;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;88,333482;88,955224;ns/op;ConcurrentV7;SlowHashInt;true;16384;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;191,685086;64,633269;ns/op;ConcurrentV7;SlowHashInt;true;1024000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;186,07689;23,321617;ns/op;ConcurrentV7;SlowHashInt;true;1149000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;183,66799;18,868997;ns/op;ConcurrentV7;SlowHashInt;true;1290000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;183,03295;15,477276;ns/op;ConcurrentV7;SlowHashInt;true;1448000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;256,302933;54,542837;ns/op;ConcurrentV7;SlowHashInt;true;1625000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;246,754451;32,802355;ns/op;ConcurrentV7;SlowHashInt;true;1825000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;239,507563;48,421493;ns/op;ConcurrentV7;SlowHashInt;true;2048000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;244,438805;105,174441;ns/op;ConcurrentV7;SlowHashInt;true;2299000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;231,992117;77,130188;ns/op;ConcurrentV7;SlowHashInt;true;2580000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;229,451384;68,803801;ns/op;ConcurrentV7;SlowHashInt;true;2896000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;302,158842;25,840619;ns/op;ConcurrentV7;SlowHashInt;true;3251000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;291,389183;44,227712;ns/op;ConcurrentV7;SlowHashInt;true;3649000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;282,284744;153,159868;ns/op;ConcurrentV7;SlowHashInt;true;4096000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;271,508264;60,557221;ns/op;ConcurrentV7;SlowHashInt;true;4598000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;267,798844;100,707941;ns/op;ConcurrentV7;SlowHashInt;true;5161000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;263,822483;61,932399;ns/op;ConcurrentV7;SlowHashInt;true;5793000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;355,498274;157,171721;ns/op;ConcurrentV7;SlowHashInt;true;6502000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;345,996549;120,842454;ns/op;ConcurrentV7;SlowHashInt;true;7298000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;333,866571;84,771447;ns/op;ConcurrentV7;SlowHashInt;true;8192000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;320,564707;51,076966;ns/op;ConcurrentV7;SlowHashInt;true;9195000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;305,699864;18,468453;ns/op;ConcurrentV7;SlowHashInt;true;10321000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;304,502188;184,602394;ns/op;ConcurrentV7;SlowHashInt;true;11585000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;388,632402;168,882552;ns/op;ConcurrentV7;SlowHashInt;true;13004000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;382,405605;284,536161;ns/op;ConcurrentV7;SlowHashInt;true;14596000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;366,355549;485,701301;ns/op;ConcurrentV7;SlowHashInt;true;16384000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;141,783132;154,857562;ns/op;NonBlocking;SlowHashInt;true;1024;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;158,748073;158,244697;ns/op;NonBlocking;SlowHashInt;true;1149;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;155,321957;128,619355;ns/op;NonBlocking;SlowHashInt;true;1290;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;140,519215;126,26133;ns/op;NonBlocking;SlowHashInt;true;1448;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;141,647734;115,285322;ns/op;NonBlocking;SlowHashInt;true;1625;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;217,575099;191,733251;ns/op;NonBlocking;SlowHashInt;true;1825;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;181,509556;127,091946;ns/op;NonBlocking;SlowHashInt;true;2048;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;184,834655;138,161753;ns/op;NonBlocking;SlowHashInt;true;2299;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;174,569148;161,414377;ns/op;NonBlocking;SlowHashInt;true;2580;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;171,488845;167,408129;ns/op;NonBlocking;SlowHashInt;true;2896;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;146,461035;102,882076;ns/op;NonBlocking;SlowHashInt;true;3251;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;227,1835;238,508326;ns/op;NonBlocking;SlowHashInt;true;3649;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;202,150055;150,917659;ns/op;NonBlocking;SlowHashInt;true;4096;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;185,748417;150,353623;ns/op;NonBlocking;SlowHashInt;true;4598;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;184,635198;128,900893;ns/op;NonBlocking;SlowHashInt;true;5161;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;260,171919;267,610486;ns/op;NonBlocking;SlowHashInt;true;5793;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;238,671711;218,027358;ns/op;NonBlocking;SlowHashInt;true;6502;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;207,060093;190,144243;ns/op;NonBlocking;SlowHashInt;true;7298;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;197,834402;174,634611;ns/op;NonBlocking;SlowHashInt;true;8192;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;191,040885;163,44997;ns/op;NonBlocking;SlowHashInt;true;9195;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;278,85898;291,640722;ns/op;NonBlocking;SlowHashInt;true;10321;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;164,58631;129,756505;ns/op;NonBlocking;SlowHashInt;true;11585;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;234,213385;230,364199;ns/op;NonBlocking;SlowHashInt;true;13004;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;220,083617;186,130945;ns/op;NonBlocking;SlowHashInt;true;14596;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;210,833627;185,310506;ns/op;NonBlocking;SlowHashInt;true;16384;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;367,757899;123,602117;ns/op;NonBlocking;SlowHashInt;true;1024000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;557,280519;350,62118;ns/op;NonBlocking;SlowHashInt;true;1149000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;510,251377;210,740384;ns/op;NonBlocking;SlowHashInt;true;1290000;false
